ID,Movie Name,Rating,Genre,Votes
8891,The Delta Force,5.6,"Action, Adventure, Drama",21160
8892,Club Dread,5.6,"Comedy, Horror, Mystery",30873
8893,Bringing Down the House,5.6,Comedy,38305
8894,Wedding Daze,5.6,"Comedy, Romance",16117
8895,"No Retreat, No Surrender",5.6,"Action, Comedy, Crime",17966
8896,Survivor,5.6,"Action, Crime, Thriller",34714
8897,Milk Money,5.6,"Comedy, Romance",12601
8898,The Skulls,5.6,"Action, Crime, Drama",33039
8899,The Ice Pirates,5.6,"Action, Adventure, Comedy",11360
8900,The Pink Panther 2,5.6,"Action, Adventure, Comedy",46739
8901,Good on Paper,5.6,"Comedy, Romance",13126
8902,Brick Mansions,5.6,"Action, Crime, Thriller",43301
8903,Win a Date with Tad Hamilton!,5.6,"Comedy, Romance",28722
8904,Dahmer,5.6,"Biography, Crime, Drama",11363
8905,The Perfect Score,5.6,"Comedy, Crime, Drama",25779
8906,Paranoia,5.6,"Drama, Thriller",38651
8907,The Contract,5.6,"Action, Crime, Drama",25578
8908,The Green Berets,5.6,"Drama, War",13458
8909,Kevin & Perry Go Large,5.6,"Comedy, Music",14129
8910,Night School,5.6,Comedy,42381
8911,"You, Me and Dupree",5.6,"Comedy, Romance",82902
8912,Falling Inn Love,5.6,"Comedy, Romance",21305
8913,Fire with Fire,5.6,"Action, Thriller",27106
8914,Knights of Badassdom,5.6,"Action, Adventure, Comedy",21113
8915,Skiptrace,5.6,"Action, Adventure, Comedy",21656
8916,Detention,5.6,"Comedy, Horror, Romance",15966
8917,Bad Company,5.6,"Action, Comedy, Thriller",49041
8918,Unicorn Store,5.6,"Comedy, Drama, Fantasy",20151
8919,The Quest,5.6,"Action, Adventure, Drama",27076
8920,Domestic Disturbance,5.6,"Crime, Thriller",28106
8921,New in Town,5.6,"Comedy, Romance",24232
8922,12 Rounds,5.6,"Action, Crime, Thriller",29732
8923,Jenny's Wedding,5.6,"Comedy, Drama, Romance",11624
8924,After the Dark,5.6,"Drama, Fantasy, Sci-Fi",22960
8925,Twelve,5.6,"Action, Drama, Thriller",12456
8926,Dread,5.6,"Drama, Horror, Thriller",12678
8927,The Promotion,5.6,Comedy,19256
8928,The Woods,5.6,"Horror, Mystery, Thriller",11827
8929,Dark Was the Night,5.6,"Drama, Horror, Thriller",10689
8930,A Guy Thing,5.6,"Comedy, Romance",17834
8931,Cube Zero,5.6,"Drama, Mystery, Sci-Fi",41526
8932,5 Days of War,5.6,"Action, Drama, War",14121
8933,The Perfect Guy,5.6,"Drama, Romance, Thriller",11005
8934,Autumn in New York,5.6,"Drama, Romance",27399
8935,The Reaping,5.6,"Horror, Thriller",43939
8936,Fighting,5.6,"Action, Crime, Drama",33760
8937,Fred Claus,5.6,"Comedy, Family, Fantasy",45662
8938,The Butterfly Effect 3: Revelations,5.6,"Crime, Sci-Fi, Thriller",20241
8939,Metro,5.6,"Action, Comedy, Crime",28354
8940,Chapter 27,5.6,"Biography, Crime, Drama",11337
8941,"Love, Guaranteed",5.6,"Comedy, Romance",18322
8942,Bad Santa 2,5.6,"Comedy, Crime, Drama",27106
8943,6 Years,5.6,"Drama, Romance",12933
8944,City Slickers II: The Legend of Curly's Gold,5.6,"Comedy, Western",20283
8945,The Wild Thornberrys,5.6,"Animation, Adventure, Comedy",15003
8946,What Just Happened,5.6,"Comedy, Drama",28069
8947,Drop Zone,5.6,"Action, Adventure, Thriller",21084
8948,Tracers,5.6,"Action, Crime, Drama",19777
8949,Kuttey,5.6,"Action, Comedy, Crime",10126
8950,Love Happens,5.6,"Drama, Romance",33555
8951,Borderland,5.6,"Crime, Horror, Thriller",10387
8952,Thank God,5.6,"Comedy, Fantasy",11588
8953,Batman Ninja,5.6,"Animation, Action, Sci-Fi",21311
8954,I'm So Excited!,5.6,"Comedy, Musical",24293
8955,Dead Birds,5.6,"Horror, Thriller, Western",10829
8956,Imagine That,5.6,"Comedy, Drama, Family",15412
8957,Syrup,5.6,"Comedy, Drama, Romance",12282
8958,Mr. 3000,5.6,"Comedy, Drama, Romance",14807
8959,Beyond the Reach,5.6,Thriller,10700
8960,Home of the Brave,5.6,"Action, Drama, War",11098
8961,The Knight Before Christmas,5.6,"Adventure, Comedy, Drama",19229
8962,Altered,5.6,"Horror, Sci-Fi, Thriller",10684
8963,Another Stakeout,5.6,"Comedy, Crime",15029
8964,Once There Was a Tiger,5.6,"Action, Adventure, Romance",36275
8965,The Samaritan,5.6,"Action, Crime, Drama",10107
8966,The Killing Room,5.6,"Mystery, Thriller",14634
8967,The Numbers Station,5.6,"Action, Thriller",20522
8968,A Case of You,5.6,"Comedy, Romance",12159
8969,Bang Bang,5.6,"Action, Adventure, Comedy",25100
8970,Sarkaru Vaari Paata,5.6,"Action, Drama",10456
8971,Mohenjo Daro,5.6,"Action, Adventure, Drama",12252
8972,A.C.O.D.,5.6,Comedy,13662
8973,Ali Baba and the Seven Dwarfs,5.6,"Action, Comedy, Drama",20643
8974,"67th Street, New York, NY",5.6,"Crime, Thriller",34893
8975,You People,5.5,"Comedy, Romance",56869
8976,Blonde,5.5,"Drama, History, Romance",66475
8977,Baywatch,5.5,"Action, Comedy, Crime",193968
8978,The Day the Earth Stood Still,5.5,"Adventure, Drama, Sci-Fi",174547
8979,The Twilight Saga: Breaking Dawn - Part 2,5.5,"Adventure, Drama, Fantasy",254897
8980,Shotgun Wedding,5.5,"Action, Comedy, Romance",31755
8981,Infinite,5.5,"Action, Sci-Fi, Thriller",55635
8982,Piranha 3D,5.5,"Comedy, Horror",94103
8983,Below Her Mouth,5.5,"Drama, Romance",13405
8984,That's My Boy,5.5,Comedy,104447
8985,Spiderhead,5.5,"Action, Crime, Drama",62014
8986,Through My Window,5.5,"Comedy, Drama, Romance",12968
8987,Pompeii,5.5,"Action, Adventure, Drama",113748
8988,The Hot Chick,5.5,"Comedy, Fantasy",98975
8989,Wrong Turn,5.5,"Horror, Thriller",33577
8990,Friday the 13th,5.5,"Horror, Mystery, Thriller",111939
8991,Willy's Wonderland,5.5,"Action, Comedy, Horror",33192
8992,Couples Retreat,5.5,Comedy,111813
8993,The Benchwarmers,5.5,"Comedy, Sport",53245
8994,Senior Year,5.5,"Comedy, Drama",41118
8995,The House Bunny,5.5,Comedy,86848
8996,Hostel: Part II,5.5,Horror,92967
8997,Green Lantern,5.5,"Action, Adventure, Sci-Fi",290132
8998,Action Jackson,5.5,"Action, Comedy, Crime",11798
8999,George of the Jungle,5.5,"Action, Adventure, Comedy",81776
9000,The Core,5.5,"Action, Adventure, Sci-Fi",104421
9001,The Cloverfield Paradox,5.5,"Action, Adventure, Horror",109109
9002,Under Siege 2: Dark Territory,5.5,"Action, Adventure, Thriller",48540
9003,Sweet Girl,5.5,"Action, Drama, Thriller",33601
9004,Scary Movie 3,5.5,Comedy,152379
9005,Halloween Kills,5.5,"Horror, Thriller",91007
9006,Virtuosity,5.5,"Action, Crime, Sci-Fi",31265
9007,House at the End of the Street,5.5,"Drama, Horror, Thriller",78952
9008,The Scorpion King,5.5,"Action, Adventure, Fantasy",142076
9009,"Yours, Mine & Ours",5.5,"Comedy, Family, Romance",29455
9010,"Dude, Where's My Car?",5.5,"Comedy, Mystery, Sci-Fi",142834
9011,Volcano,5.5,"Action, Drama, Sci-Fi",79158
9012,Snakes on a Plane,5.5,"Action, Adventure, Crime",142105
9013,The Dead Don't Die,5.5,"Comedy, Fantasy, Horror",82134
9014,Beverly Hills Cop III,5.5,"Action, Comedy, Crime",84340
9015,Little Fockers,5.5,"Comedy, Romance",115828
9016,Eight Legged Freaks,5.5,"Action, Adventure, Comedy",58837
9017,Resident Evil: The Final Chapter,5.5,"Action, Horror, Sci-Fi",97554
9018,Lady in the Water,5.5,"Drama, Fantasy, Mystery",101829
9019,Your Highness,5.5,"Action, Adventure, Comedy",102964
9020,Gretel & Hansel,5.5,"Fantasy, Horror, Mystery",32436
9021,Collateral Damage,5.5,"Action, Drama, Thriller",76590
9022,Inheritance,5.5,"Drama, Mystery, Thriller",17617
9023,Saw 3D,5.5,"Horror, Mystery",102177
9024,Peninsula,5.5,"Action, Horror, Thriller",35175
9025,Bride Wars,5.5,"Comedy, Romance",111070
9026,Beastly,5.5,"Drama, Fantasy, Romance",78787
9027,The Bounty Hunter,5.5,"Action, Comedy, Romance",131137
9028,Dreamcatcher,5.5,"Drama, Horror, Sci-Fi",94535
9029,The Wiz,5.5,"Adventure, Family, Fantasy",15994
9030,Havoc,5.5,"Crime, Drama",19755
9031,Iron Eagle,5.5,"Action, Thriller, War",15340
9032,Cheaper by the Dozen 2,5.5,"Adventure, Comedy, Family",60928
9033,Seventh Son,5.5,"Action, Adventure, Fantasy",79058
9034,The Last Days on Mars,5.5,"Adventure, Horror, Sci-Fi",38023
9035,The Lizzie McGuire Movie,5.5,"Adventure, Comedy, Family",40874
9036,Lara Croft: Tomb Raider - The Cradle of Life,5.5,"Action, Adventure, Fantasy",141710
9037,Mortdecai,5.5,"Action, Adventure, Comedy",74958
9038,The Ward,5.5,"Horror, Mystery, Thriller",43657
9039,The Beach Bum,5.5,Comedy,23731
9040,The Omen,5.5,"Drama, Fantasy, Horror",60750
9041,High-Rise,5.5,"Drama, Sci-Fi",43998
9042,Star Trek V: The Final Frontier,5.5,"Action, Adventure, Fantasy",62226
9043,The Big Green,5.5,"Comedy, Family, Sport",10584
9044,King of Thieves,5.5,"Biography, Crime, Drama",15733
9045,The Happytime Murders,5.5,"Action, Comedy, Crime",29430
9046,Home Sweet Hell,5.5,"Comedy, Crime, Thriller",16030
9047,Employee of the Month,5.5,"Comedy, Romance",49146
9048,Rumor Has It...,5.5,"Comedy, Drama, Romance",60052
9049,Big Fat Liar,5.5,"Adventure, Comedy, Family",38379
9050,Monster-in-Law,5.5,"Comedy, Romance",63678
9051,Critters 2: The Main Course,5.5,"Comedy, Horror, Sci-Fi",16121
9052,Ladybugs,5.5,"Comedy, Sport",10159
9053,All the Boys Love Mandy Lane,5.5,"Horror, Mystery, Thriller",34017
9054,Stuart Little 2,5.5,"Animation, Adventure, Comedy",56512
9055,Wine Country,5.5,"Adventure, Comedy, Drama",22182
9056,My Father the Hero,5.5,"Comedy, Romance",11466
9057,Hellraiser III: Hell on Earth,5.5,Horror,33316
9058,Sleepaway Camp II: Unhappy Campers,5.5,"Comedy, Horror",12542
9059,Little,5.5,"Comedy, Fantasy, Romance",14077
9060,Just Married,5.5,"Comedy, Romance",72665
9061,Babylon A.D.,5.5,"Action, Adventure, Sci-Fi",97208
9062,V/H/S/94,5.5,"Horror, Mystery, Thriller",10857
9063,Once Bitten,5.5,"Comedy, Drama, Fantasy",15595
9064,When in Rome,5.5,"Comedy, Romance",63529
9065,I.T.,5.5,"Crime, Drama, Mystery",16527
9066,Dickie Roberts: Former Child Star,5.5,Comedy,15164
9067,Marauders,5.5,"Action, Crime, Thriller",23237
9068,Beverly Hills Ninja,5.5,"Action, Comedy",42767
9069,Cherry 2000,5.5,"Action, Adventure, Comedy",10207
9070,The Innkeepers,5.5,"Drama, Horror, Mystery",36299
9071,"Welcome Home, Roscoe Jenkins",5.5,"Comedy, Romance",15302
9072,Momentum,5.5,"Action, Crime, Thriller",16394
9073,Deadgirl,5.5,Horror,19419
9074,Forces of Nature,5.5,"Comedy, Romance",35150
9075,Navy Seals,5.5,"Action, Adventure, Thriller",17410
9076,Tom and Huck,5.5,"Adventure, Comedy, Drama",11293
9077,The Last Summer,5.5,"Comedy, Romance",13786
9078,High School High,5.5,"Comedy, Crime, Romance",13792
9079,Amityville II: The Possession,5.5,Horror,12199
9080,The Girlfriend Experience,5.5,Drama,16949
9081,American Renegades,5.5,"Action, Adventure, Crime",10410
9082,Stolen,5.5,"Action, Crime, Thriller",45779
9083,Joe's Apartment,5.5,"Comedy, Fantasy, Musical",13889
9084,Hell Fest,5.5,"Horror, Thriller",18167
9085,Cop Out,5.5,"Action, Comedy, Crime",89338
9086,Don't Be Afraid of the Dark,5.5,"Fantasy, Horror, Thriller",49772
9087,Volunteers,5.5,"Adventure, Comedy",10070
9088,Whatever It Takes,5.5,"Comedy, Drama, Romance",11308
9089,Maximum Risk,5.5,"Action, Thriller",23119
9090,The Whole Ten Yards,5.5,"Comedy, Crime, Thriller",57424
9091,Whiteout,5.5,"Action, Crime, Mystery",39683
9092,The Final Conflict,5.5,Horror,21341
9093,Picture Perfect,5.5,"Comedy, Drama, Romance",20865
9094,Father Figures,5.5,"Comedy, Drama",20468
9095,Unplanned,5.5,"Biography, Drama",14368
9096,Shocker,5.5,"Comedy, Horror, Thriller",17056
9097,Breaking In,5.5,"Action, Thriller",16390
9098,Mafia!,5.5,"Comedy, Crime",15703
9099,Valiant,5.5,"Animation, Adventure, Comedy",23723
9100,The Hunter's Prayer,5.5,"Action, Thriller",10040
9101,Pimp,5.5,"Crime, Drama, Romance",14457
9102,Nine Months,5.5,"Comedy, Romance",37811
9103,Cube²: Hypercube,5.5,"Horror, Mystery, Sci-Fi",68746
9104,Don't Hang Up,5.5,"Horror, Thriller",15741
9105,From Prada to Nada,5.5,"Action, Comedy, Drama",15390
9106,Hotel for Dogs,5.5,"Comedy, Family",24313
9107,Wildling,5.5,"Drama, Fantasy, Horror",13989
9108,Diary of the Dead,5.5,"Fantasy, Horror, Sci-Fi",48379
9109,The Great White Hype,5.5,"Comedy, Sport",10468
9110,Head of State,5.5,Comedy,20762
9111,Horsemen,5.5,"Crime, Mystery, Thriller",23728
9112,Ratchet & Clank,5.5,"Animation, Action, Adventure",11419
9113,White Noise,5.5,"Drama, Horror, Mystery",49931
9114,The Accidental Husband,5.5,"Comedy, Romance",24968
9115,City Heat,5.5,"Action, Comedy, Crime",10367
9116,Legionnaire,5.5,"Action, Adventure, Drama",24875
9117,Showtime,5.5,"Action, Comedy, Crime",64201
9118,"War, Inc.",5.5,"Action, Comedy, Thriller",22267
9119,A Castle for Christmas,5.5,"Adventure, Comedy, Drama",14115
9120,Diana,5.5,"Biography, Drama, Romance",20632
9121,Ninja,5.5,"Action, Thriller",13632
9122,Open Season 2,5.5,"Animation, Adventure, Comedy",25320
9123,The Shrine,5.5,Horror,13996
9124,The Man,5.5,"Action, Comedy, Crime",26237
9125,Casa de mi Padre,5.5,"Comedy, Western",21352
9126,Red Dot,5.5,"Drama, Horror, Thriller",14122
9127,Tales of Halloween,5.5,"Adventure, Comedy, Fantasy",13506
9128,Joe Somebody,5.5,"Comedy, Drama",10906
9129,My Little Eye,5.5,"Horror, Mystery, Thriller",12391
9130,Gabriel,5.5,"Action, Fantasy, Horror",14117
9131,I Think I Love My Wife,5.5,"Comedy, Drama, Romance",17311
9132,The Little Stranger,5.5,"Drama, Horror, Mystery",10339
9133,Play It to the Bone,5.5,"Comedy, Drama, Sport",12193
9134,Taxi 4,5.5,"Action, Comedy, Crime",29681
9135,Age of Heroes,5.5,"Action, Adventure, Drama",10026
9136,In Dreams,5.5,"Drama, Fantasy, Thriller",13361
9137,Terminal Velocity,5.5,"Action, Mystery, Romance",14268
9138,Rock the Kasbah,5.5,"Comedy, Music, War",12466
9139,Synchronicity,5.5,"Drama, Mystery, Romance",11097
9140,The Out-of-Towners,5.5,Comedy,14575
9141,I'll Be Home for Christmas,5.5,"Comedy, Family",11249
9142,Naomi and Ely's No Kiss List,5.5,"Comedy, Drama, Romance",10456
9143,Good People,5.5,"Action, Crime, Thriller",16901
9144,American Dreamz,5.5,"Comedy, Music",25006
9145,The Abandoned,5.5,"Horror, Mystery, Thriller",13140
9146,Alex & Emma,5.5,"Comedy, Romance",13697
9147,Simmba,5.5,"Action, Crime, Drama",21381
9148,Gunjan Saxena: The Kargil Girl,5.5,"Action, Biography, Drama",35163
9149,The Deaths of Ian Stone,5.5,"Horror, Thriller",13529
9150,(T)Raumschiff Surprise - Periode 1,5.5,"Comedy, Sci-Fi",16204
9151,Housefull,5.5,"Comedy, Drama, Romance",15011
9152,Karakomik Filmler: Kacamak,5.5,"Adventure, Comedy, Fantasy",10037
9153,Hypnotic,5.4,"Action, Mystery, Thriller",11513
9154,65,5.4,"Action, Adventure, Drama",49357
9155,Jennifer's Body,5.4,"Comedy, Horror",141852
9156,Deep Water,5.4,"Drama, Mystery, Thriller",51076
9157,The Mummy,5.4,"Action, Adventure, Fantasy",196680
9158,Batman Forever,5.4,"Action, Adventure",259027
9159,Wonder Woman 1984,5.4,"Action, Adventure, Fantasy",279166
9160,Voyagers,5.4,"Adventure, Sci-Fi, Thriller",23859
9161,Teeth,5.4,"Comedy, Fantasy, Horror",44984
9162,Gods of Egypt,5.4,"Action, Adventure, Drama",121299
9163,The Lawnmower Man,5.4,"Horror, Sci-Fi",37519
9164,The Forever Purge,5.4,"Action, Crime, Horror",38445
9165,Annabelle,5.4,"Horror, Mystery, Thriller",166018
9166,The Witches,5.4,"Adventure, Comedy, Family",43619
9167,You Should Have Left,5.4,"Horror, Thriller",23395
9168,House of Wax,5.4,"Horror, Thriller",129168
9169,Ava,5.4,"Action, Drama, Thriller",59358
9170,Countdown,5.4,"Horror, Thriller",41863
9171,Snake Eyes,5.4,"Action, Adventure, Crime",41936
9172,Gold,5.4,"Action, Adventure, Thriller",11009
9173,The Thinning,5.4,"Action, Drama, Horror",10182
9174,The Counselor,5.4,"Crime, Drama, Thriller",103474
9175,Serenity,5.4,"Drama, Mystery, Thriller",43168
9176,Godzilla,5.4,"Action, Sci-Fi, Thriller",197702
9177,Poison Ivy,5.4,"Drama, Thriller",19466
9178,Aloha,5.4,"Comedy, Drama, Romance",68854
9179,Aquamarine,5.4,"Comedy, Family, Fantasy",43637
9180,Drive Angry,5.4,"Action, Comedy, Fantasy",101550
9181,Replicas,5.4,"Drama, Sci-Fi, Thriller",40410
9182,Coneheads,5.4,"Comedy, Sci-Fi",56179
9183,Curve,5.4,"Horror, Thriller",10191
9184,Evan Almighty,5.4,"Comedy, Family, Fantasy",151426
9185,Problem Child,5.4,"Comedy, Family",31970
9186,Richie Rich,5.4,"Comedy, Family",71261
9187,In the Cut,5.4,"Mystery, Thriller",25446
9188,No One Gets Out Alive,5.4,"Drama, Horror, Mystery",18610
9189,In the Tall Grass,5.4,"Horror, Mystery, Sci-Fi",60137
9190,Maximum Overdrive,5.4,"Action, Comedy, Horror",34052
9191,Killers,5.4,"Action, Comedy, Romance",93896
9192,The Tuxedo,5.4,"Action, Comedy, Sci-Fi",86286
9193,The Smurfs,5.4,"Animation, Adventure, Comedy",93411
9194,Earth Girls Are Easy,5.4,"Comedy, Musical, Romance",24233
9195,The Colony,5.4,"Action, Adventure, Sci-Fi",10925
9196,Doctor Dolittle,5.4,"Comedy, Family, Fantasy",99623
9197,Æon Flux,5.4,"Action, Adventure, Sci-Fi",130780
9198,Serena,5.4,"Drama, History, Romance",29646
9199,The Hustle,5.4,"Comedy, Crime",62811
9200,Blackhat,5.4,"Action, Crime, Thriller",62090
9201,Mute,5.4,"Mystery, Sci-Fi, Thriller",36844
9202,All I See Is You,5.4,Drama,12609
9203,A Nightmare on Elm Street 2: Freddy's Revenge,5.4,Horror,73311
9204,Vampire Academy,5.4,"Action, Comedy, Drama",55921
9205,Killing Me Softly,5.4,"Drama, Mystery, Romance",18698
9206,Turistas,5.4,"Horror, Mystery, Thriller",39686
9207,How Do You Know,5.4,"Comedy, Drama, Romance",52978
9208,D3: The Mighty Ducks,5.4,"Action, Comedy, Drama",27850
9209,3 from Hell,5.4,"Action, Horror",16616
9210,The Ring Two,5.4,"Horror, Mystery",98601
9211,"Game Over, Man!",5.4,"Action, Comedy",31901
9212,Red Riding Hood,5.4,"Fantasy, Horror, Mystery",113995
9213,The Perfect Man,5.4,"Comedy, Family, Romance",31361
9214,Barely Lethal,5.4,"Action, Comedy, Family",22712
9215,Love in the Villa,5.4,"Comedy, Romance",11724
9216,Bliss,5.4,"Drama, Romance, Sci-Fi",18972
9217,Big Game,5.4,"Action, Adventure, Comedy",34370
9218,The Boss,5.4,Comedy,47729
9219,Outside the Wire,5.4,"Action, Adventure, Fantasy",44081
9220,Get Rich or Die Tryin',5.4,"Biography, Crime, Drama",48602
9221,The Addams Family 2,5.4,"Animation, Adventure, Comedy",14283
9222,Winchester,5.4,"Drama, Fantasy, Horror",35432
9223,Season of the Witch,5.4,"Action, Adventure, Fantasy",96170
9224,Howl,5.4,"Action, Fantasy, Horror",14540
9225,My Bloody Valentine,5.4,"Horror, Mystery, Thriller",58570
9226,The Spy Next Door,5.4,"Action, Comedy, Family",45560
9227,Just My Luck,5.4,"Comedy, Fantasy, Romance",59086
9228,My Stepmother Is an Alien,5.4,"Comedy, Sci-Fi",27111
9229,American Ninja,5.4,"Action, Adventure, Romance",15936
9230,The Last Legion,5.4,"Action, Adventure, History",36502
9231,Jessabelle,5.4,"Drama, Horror, Mystery",25035
9232,Home on the Range,5.4,"Animation, Adventure, Comedy",24574
9233,Ernest Goes to Camp,5.4,"Comedy, Family",11984
9234,Stomp the Yard,5.4,"Drama, Music, Romance",26070
9235,Superintelligence,5.4,"Action, Comedy, Romance",11800
9236,Follow Me,5.4,"Adventure, Horror, Mystery",11887
9237,The Monster,5.4,"Drama, Fantasy, Horror",18525
9238,Police Academy 3: Back in Training,5.4,Comedy,47111
9239,The Man with the Iron Fists,5.4,Action,63551
9240,Bordello of Blood,5.4,"Comedy, Fantasy, Horror",15321
9241,Meander,5.4,"Drama, Horror, Mystery",10510
9242,Hop,5.4,"Animation, Adventure, Comedy",35847
9243,What Men Want,5.4,"Comedy, Fantasy, Romance",28930
9244,The Eye,5.4,"Horror, Mystery",55021
9245,Man of the House,5.4,"Comedy, Crime",24640
9246,Tom and Jerry: The Movie,5.4,"Animation, Adventure, Comedy",11578
9247,Pathfinder,5.4,"Action, Adventure, Drama",45414
9248,Fatale,5.4,Thriller,12208
9249,Three Men and a Little Lady,5.4,"Comedy, Drama, Family",25664
9250,Psycho III,5.4,"Horror, Mystery, Thriller",15514
9251,The Astronaut's Wife,5.4,"Drama, Sci-Fi, Thriller",56590
9252,I Am Wrath,5.4,"Action, Thriller",15477
9253,Phantoms,5.4,"Horror, Sci-Fi, Thriller",21657
9254,Battle for the Planet of the Apes,5.4,"Action, Sci-Fi",32246
9255,Jack Frost,5.4,"Comedy, Drama, Family",38596
9256,Aliens in the Attic,5.4,"Adventure, Comedy, Family",23254
9257,The Rhythm Section,5.4,"Action, Drama, Mystery",19123
9258,Unfinished Business,5.4,"Comedy, Drama",34246
9259,Sorority Boys,5.4,Comedy,15977
9260,Killerman,5.4,"Action, Crime, Thriller",10891
9261,The Glimmer Man,5.4,"Action, Comedy, Crime",20743
9262,Missing in Action,5.4,"Action, Adventure, Drama",15713
9263,Freejack,5.4,"Action, Crime, Sci-Fi",16883
9264,Bel Ami,5.4,"Crime, Drama, History",18978
9265,Absolutely Fabulous: The Movie,5.4,"Comedy, Crime",12908
9266,Fun Size,5.4,"Adventure, Comedy",14862
9267,Northmen: A Viking Saga,5.4,"Action, Drama, History",10367
9268,Mars Needs Moms,5.4,"Animation, Action, Adventure",23264
9269,Death Wish 4: The Crackdown,5.4,"Action, Crime, Drama",10451
9270,Cocoon: The Return,5.4,"Adventure, Comedy, Mystery",16929
9271,Prom,5.4,"Comedy, Drama, Family",15535
9272,Boys and Girls,5.4,"Comedy, Drama, Romance",17237
9273,Christmas with the Kranks,5.4,"Comedy, Family",53332
9274,I Spy,5.4,"Action, Adventure, Comedy",52525
9275,Mixed Nuts,5.4,"Comedy, Drama",12627
9276,Emelie,5.4,"Horror, Mystery, Thriller",14579
9277,Burying the Ex,5.4,"Comedy, Horror, Romance",11211
9278,Stone,5.4,"Drama, Thriller",42245
9279,Head Over Heels,5.4,"Comedy, Mystery, Romance",14909
9280,Naked,5.4,"Comedy, Fantasy, Romance",20800
9281,Invasion U.S.A.,5.4,"Action, Thriller",10424
9282,House II: The Second Story,5.4,"Comedy, Fantasy, Horror",11820
9283,Hatchet II,5.4,"Action, Comedy, Horror",14403
9284,Diabolique,5.4,"Drama, Horror, Mystery",14897
9285,Bulletproof Monk,5.4,"Action, Comedy, Fantasy",51307
9286,The Longest Week,5.4,"Comedy, Drama, Romance",12998
9287,The Ex,5.4,"Comedy, Romance",17751
9288,The Trust,5.4,"Action, Crime, Mystery",20058
9289,Bad Ass,5.4,"Action, Comedy, Crime",19477
9290,Bullet Head,5.4,"Crime, Drama, Thriller",10933
9291,The Hills Run Red,5.4,"Horror, Mystery, Thriller",10562
9292,Darkness,5.4,Horror,19996
9293,Excess Baggage,5.4,"Action, Comedy, Crime",13886
9294,King Ralph,5.4,"Comedy, Romance",16557
9295,Nine Dead,5.4,"Crime, Drama, Horror",13895
9296,What's the Worst That Could Happen?,5.4,"Comedy, Crime",16322
9297,Down to Earth,5.4,"Comedy, Fantasy",24366
9298,Banshee Chapter,5.4,"Horror, Mystery, Sci-Fi",10458
9299,Feeling Minnesota,5.4,"Comedy, Crime, Drama",11342
9300,Intruders,5.4,"Adventure, Fantasy, Horror",20999
9301,Hush,5.4,"Drama, Thriller",12819
9302,Killing Season,5.4,"Action, Drama, Thriller",38158
9303,Dhoom 3,5.4,"Action, Crime, Drama",47694
9304,Undead,5.4,"Action, Comedy, Fantasy",14530
9305,The Other Man,5.4,"Drama, Mystery, Thriller",12202
9306,8 Heads in a Duffel Bag,5.4,"Adventure, Comedy, Crime",10812
9307,The Princess Switch: Switched Again,5.4,"Comedy, Drama, Family",12555
9308,The Guru,5.4,"Comedy, Music, Romance",15366
9309,100 Feet,5.4,"Horror, Mystery, Thriller",12892
9310,People I Know,5.4,"Crime, Drama",11615
9311,Balls Out: Gary the Tennis Coach,5.4,"Comedy, Sport",10188
9312,Surviving Christmas,5.4,"Comedy, Romance",26106
9313,The Hit List,5.4,"Action, Thriller",11935
9314,The Broken,5.4,"Drama, Horror, Thriller",11109
9315,Chhapaak,5.4,"Biography, Drama",27393
9316,Magic Mike's Last Dance,5.3,"Comedy, Drama",11347
9317,Twilight,5.3,"Drama, Fantasy, Romance",472135
9318,Grown Ups 2,5.3,Comedy,161077
9319,Tusk,5.3,"Comedy, Horror",58585
9320,Sleeping Beauty,5.3,"Drama, Mystery, Romance",33659
9321,After,5.3,"Drama, Romance",59613
9322,Caligula,5.3,"Drama, History",37096
9323,Geostorm,5.3,"Action, Sci-Fi, Thriller",112922
9324,Prey for the Devil,5.3,"Horror, Thriller",13848
9325,The Invitation,5.3,"Horror, Thriller",26153
9326,The Nun,5.3,"Horror, Mystery, Thriller",148286
9327,Spring Breakers,5.3,"Crime, Drama, Thriller",145518
9328,Jupiter Ascending,5.3,"Action, Adventure, Sci-Fi",191528
9329,The Green Inferno,5.3,"Adventure, Horror",46715
9330,Hypnotic,5.3,"Mystery, Thriller",18141
9331,The Predator,5.3,"Action, Adventure, Horror",138178
9332,Scary Movie 2,5.3,"Comedy, Horror",167712
9333,Legion,5.3,"Action, Fantasy, Horror",108039
9334,Daredevil,5.3,"Action, Crime",224318
9335,The New Mutants,5.3,"Action, Horror, Mystery",84375
9336,Point Break,5.3,"Action, Adventure, Crime",64665
9337,Masters of the Universe,5.3,"Action, Adventure, Fantasy",42505
9338,Ghost Rider,5.3,"Action, Fantasy, Thriller",245444
9339,3 Ninjas,5.3,"Action, Comedy, Family",22446
9340,The Circle,5.3,"Drama, Sci-Fi, Thriller",96372
9341,Can You Keep a Secret?,5.3,"Comedy, Romance",19181
9342,Tank Girl,5.3,"Action, Comedy, Sci-Fi",33268
9343,Little Nicky,5.3,"Comedy, Fantasy",109054
9344,Annie,5.3,"Comedy, Drama, Family",39286
9345,Popeye,5.3,"Adventure, Comedy, Family",33116
9346,Things Heard & Seen,5.3,"Drama, Horror, Mystery",33775
9347,A-X-L,5.3,"Action, Adventure, Drama",12658
9348,Rocky V,5.3,"Drama, Sport",144893
